id,customer_id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
6396,3058-HJCUY,2016-05-01,2019-10-01,One year,Yes,Electronic check,102.6,4213.35,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,1
6397,2974-GGUXS,2017-02-01,,Month-to-month,Yes,Credit card (automatic),91.95,3301.05,Fiber optic,No,Yes,No,No,Yes,No,Female,1,Yes,No,Yes,0
6398,7994-XIRTR,2015-08-01,,One year,No,Bank transfer (automatic),65.25,3529.95,DSL,No,No,Yes,Yes,No,Yes,Male,1,No,No,No,0
6399,3259-FDWOY,2014-01-01,2019-12-01,Two year,Yes,Bank transfer (automatic),106.0,7723.7,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,1
6400,2101-RANCD,2015-07-01,,Month-to-month,Yes,Electronic check,73.1,4144.9,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
6401,7921-BEPCI,2014-02-01,,Two year,No,Bank transfer (automatic),59.75,4265.0,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,Yes,0
6402,0807-ZABDG,2019-08-01,2019-11-01,Month-to-month,Yes,Mailed check,55.1,154.65,DSL,Yes,No,No,Yes,No,No,Female,0,No,Yes,No,1
6403,8510-TMWYB,2015-08-01,,Two year,Yes,Bank transfer (automatic),59.8,3246.45,DSL,No,Yes,Yes,No,No,No,Female,0,Yes,Yes,Yes,0
6404,3258-ZKPAI,2014-02-01,,Two year,Yes,Bank transfer (automatic),116.6,8337.45,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
6405,1428-IEDPR,2015-10-01,,Two year,Yes,Electronic check,109.3,5731.4,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
6406,5298-GSTLM,2015-02-01,,One year,Yes,Bank transfer (automatic),101.4,6176.6,Fiber optic,Yes,No,No,No,Yes,Yes,Female,1,No,No,Yes,0
6407,4450-YOOHP,2016-11-01,,Month-to-month,Yes,Credit card (automatic),50.65,1905.4,DSL,No,No,Yes,No,Yes,Yes,Female,0,No,No,,0
6408,6728-CZFEI,2018-11-01,,One year,No,Mailed check,56.15,931.9,DSL,No,No,No,No,Yes,No,Female,0,No,No,No,0
6409,5748-RNCJT,2014-02-01,2019-11-01,Two year,Yes,Bank transfer (automatic),106.5,7348.8,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,1
6410,3653-NCRDJ,2016-07-01,,One year,Yes,Mailed check,19.2,776.25,,,,,,,,Male,0,Yes,Yes,No,0
6411,6121-TNHBO,2014-11-01,,One year,No,Bank transfer (automatic),83.0,5243.05,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,1,No,No,Yes,0
6412,5119-NZPTV,2019-12-01,,Month-to-month,No,Electronic check,70.1,141.65,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,0
6413,6519-ZHPXP,2014-02-01,,Two year,Yes,Bank transfer (automatic),108.3,7679.65,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
6414,7739-LAXOG,2017-03-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),91.05,2954.5,Fiber optic,No,No,Yes,No,No,Yes,Female,0,Yes,Yes,Yes,1
6415,3472-QPRCH,2016-10-01,,Two year,No,Credit card (automatic),25.25,1006.9,,,,,,,,Male,0,Yes,Yes,Yes,0
6416,8224-UAXBZ,2015-04-01,,One year,Yes,Electronic check,45.35,2540.1,DSL,Yes,Yes,No,No,Yes,No,Female,0,Yes,No,,0
6417,9610-WCESF,2014-07-01,,Two year,No,Electronic check,43.9,3097.2,DSL,Yes,No,No,Yes,Yes,No,Male,0,No,No,,0
6418,9776-CLUJA,2015-09-01,2019-12-01,Month-to-month,Yes,Electronic check,77.5,3807.35,Fiber optic,Yes,No,No,No,No,No,Female,1,Yes,No,Yes,1
6419,2486-WYVVE,2017-07-01,,One year,Yes,Mailed check,79.3,2484.0,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
6420,3865-ZYKAD,2014-05-01,,Month-to-month,Yes,Credit card (automatic),84.9,5785.65,Fiber optic,Yes,Yes,No,No,No,No,Male,1,Yes,No,Yes,0
6421,1422-DGUBX,2017-06-01,,One year,Yes,Electronic check,79.25,2619.15,Fiber optic,No,No,No,Yes,No,No,Male,0,Yes,No,Yes,0
6422,2999-AANRQ,2018-05-01,,Two year,No,Credit card (automatic),71.05,1524.85,DSL,Yes,Yes,No,Yes,Yes,No,Female,0,No,No,No,0
6423,8668-KNZTI,2015-10-01,,One year,No,Electronic check,53.75,2790.65,DSL,Yes,No,Yes,No,No,No,Male,0,No,No,No,0
6424,0480-KYJVA,2014-02-01,,Two year,No,Credit card (automatic),24.25,1784.5,,,,,,,,Female,0,Yes,Yes,Yes,0
6425,6034-ZRYCV,2014-01-01,2020-01-01,Two year,Yes,Electronic check,54.2,3937.45,DSL,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,,1
6426,9746-YKGXB,2015-10-01,,One year,No,Bank transfer (automatic),44.25,2276.1,DSL,Yes,No,Yes,No,No,Yes,Male,0,Yes,Yes,,0
6427,3926-YZVVX,2016-09-01,,One year,No,Bank transfer (automatic),50.05,2029.05,DSL,No,No,No,Yes,No,No,Female,0,No,No,No,0
6428,6000-UKLWI,2016-09-01,,Two year,No,Mailed check,20.15,802.35,,,,,,,,Male,0,No,No,No,0
6429,2079-FBMZK,2019-05-01,2019-11-01,Month-to-month,Yes,Mailed check,69.25,418.4,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
6430,6332-FBZRI,2014-07-01,,One year,Yes,Credit card (automatic),69.35,4653.25,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,Yes,0
6431,2096-XOTMO,2018-10-01,,Month-to-month,No,Mailed check,19.35,275.9,,,,,,,,Female,0,Yes,Yes,No,0
6433,8221-EQDGL,2017-03-01,,Month-to-month,No,Mailed check,61.0,2130.45,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,No,0
6434,2346-LOCWC,2015-04-01,,Two year,No,Credit card (automatic),20.5,1191.4,,,,,,,,Female,0,Yes,Yes,No,0
6435,6608-QQLVK,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,50.5,50.5,DSL,No,No,Yes,No,No,No,Male,0,No,No,No,1
6436,0298-XACET,2015-10-01,,Two year,No,Mailed check,50.2,2554.0,DSL,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,,0
6437,7560-QJAVJ,2014-04-01,,Two year,No,Bank transfer (automatic),79.6,5589.45,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
6438,2995-YWTCD,2018-07-01,,Two year,Yes,Bank transfer (automatic),24.9,467.7,,,,,,,,Female,0,Yes,Yes,Yes,0
6439,3551-HUAZH,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,74.4,74.4,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,1
6440,9137-UIYPG,2017-03-01,,Month-to-month,Yes,Electronic check,106.9,3756.45,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
6441,2809-ZMYOQ,2017-06-01,,Month-to-month,Yes,Electronic check,101.35,3334.9,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,0
6442,5084-OOVCJ,2018-09-01,,Month-to-month,Yes,Credit card (automatic),55.35,920.5,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,No,0
6443,0254-WWRKD,2014-07-01,,One year,No,Credit card (automatic),50.55,3431.75,DSL,No,Yes,No,No,No,No,Female,0,Yes,Yes,No,0
6444,7727-SHVZV,2019-05-01,,Month-to-month,No,Bank transfer (automatic),19.5,150.35,,,,,,,,Female,0,No,No,No,0
6445,6302-JGYRJ,2017-03-01,2019-10-01,One year,Yes,Mailed check,79.45,2587.7,DSL,No,Yes,No,Yes,Yes,Yes,Male,0,No,Yes,Yes,1
6446,5339-PXDVH,2019-10-01,,Month-to-month,No,Electronic check,90.65,367.95,Fiber optic,Yes,No,No,No,Yes,No,Male,0,No,No,Yes,0
6447,2205-LPVGL,2015-04-01,,One year,Yes,Bank transfer (automatic),89.85,5125.75,Fiber optic,Yes,Yes,No,Yes,No,No,Male,1,Yes,Yes,Yes,0
6448,8782-NUUOL,2015-02-01,,One year,No,Mailed check,79.0,4801.1,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
6449,3685-YLCMQ,2015-02-01,2019-12-01,One year,Yes,Electronic check,104.65,6219.6,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,1
6450,7601-WFVZV,2020-01-01,,Month-to-month,No,Mailed check,19.55,19.55,,,,,,,,Male,0,No,No,No,0
6451,4609-KNNWG,2017-11-01,,Two year,No,Mailed check,19.9,550.1,,,,,,,,Female,0,Yes,Yes,No,0
6452,4868-AADLV,2014-08-01,,One year,Yes,Electronic check,116.25,7862.25,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,Yes,Yes,0
6453,9529-OFXHY,2018-11-01,,Month-to-month,Yes,Bank transfer (automatic),87.75,1242.2,Fiber optic,Yes,No,No,No,Yes,No,Male,0,No,No,Yes,0
6454,8634-MPHTR,2016-02-01,2020-01-01,Month-to-month,Yes,Electronic check,100.05,4871.05,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,1
6455,2669-QVCRG,2016-09-01,,Month-to-month,Yes,Credit card (automatic),81.3,3190.65,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,Yes,0
6456,2478-EEWWM,2015-03-01,,Month-to-month,Yes,Electronic check,44.3,2666.75,DSL,No,No,No,No,Yes,Yes,Male,0,Yes,No,,0
6457,9174-IHETN,2015-12-01,,Two year,No,Credit card (automatic),70.35,3533.6,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
6458,2233-TXSIU,2018-09-01,,One year,No,Credit card (automatic),44.45,792.15,DSL,Yes,No,Yes,No,Yes,No,Male,0,Yes,Yes,,0
6459,9644-UMGQA,2019-08-01,,Month-to-month,Yes,Electronic check,49.15,295.65,DSL,Yes,No,No,No,No,No,Male,0,Yes,Yes,No,0
6460,3256-EZDBI,2015-11-01,,Month-to-month,Yes,Credit card (automatic),29.45,1459.35,DSL,No,Yes,No,No,No,No,Male,1,Yes,No,,0
6461,8761-NSOBC,2016-02-01,2019-10-01,Month-to-month,No,Electronic check,100.55,4398.15,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,No,No,No,1
6462,0419-YAAPX,2016-01-01,,Month-to-month,Yes,Credit card (automatic),85.3,4297.95,Fiber optic,No,Yes,No,No,Yes,No,Male,0,Yes,No,No,0
6463,8413-VONUO,2019-08-01,2019-10-01,Month-to-month,No,Electronic check,95.65,167.3,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,No,1
6464,0872-CASZJ,2015-03-01,,One year,Yes,Mailed check,69.1,4096.9,DSL,Yes,No,No,Yes,No,Yes,Male,0,Yes,No,Yes,0
6465,4726-DLWQN,2015-12-01,,Month-to-month,Yes,Bank transfer (automatic),70.35,3454.6,DSL,Yes,Yes,No,No,Yes,No,Male,1,No,No,Yes,0
6466,8164-OCKUJ,2015-03-01,,Two year,No,Mailed check,20.6,1286.0,,,,,,,,Female,0,Yes,Yes,No,0
6467,3094-JOJAI,2018-08-01,,Month-to-month,No,Mailed check,74.15,1387.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
6468,9494-MRNYX,2019-04-01,,Month-to-month,No,Electronic check,75.05,786.3,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
6469,2599-CZABP,2018-12-01,,One year,No,Electronic check,44.6,641.25,DSL,No,No,No,No,No,No,Male,0,Yes,No,No,0
6470,7945-PRBVF,2017-03-01,,Two year,No,Bank transfer (automatic),21.45,705.45,,,,,,,,Male,0,No,No,No,0
6471,4544-RXFMG,2019-06-01,,One year,Yes,Mailed check,43.45,345.5,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
6472,0859-YGKFW,2018-08-01,,One year,No,Bank transfer (automatic),20.05,345.9,,,,,,,,Male,0,Yes,Yes,No,0
6473,1150-FTQGN,2015-02-01,,One year,No,Bank transfer (automatic),94.15,5811.8,Fiber optic,Yes,Yes,No,No,Yes,No,Female,0,Yes,Yes,Yes,0
6474,9223-UCPVT,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,94.4,94.4,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,1
6475,7196-LIWRH,2019-08-01,,Two year,No,Mailed check,19.55,124.45,,,,,,,,Female,0,No,No,No,0
6476,5448-VWNAM,2018-07-01,,Month-to-month,Yes,Mailed check,75.9,1375.6,DSL,Yes,Yes,No,Yes,Yes,No,Female,0,No,Yes,Yes,0
6477,1177-XZBJL,2015-09-01,,One year,No,Bank transfer (automatic),64.15,3491.55,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,Yes,0
6478,3518-FSTWG,2014-02-01,,Two year,Yes,Bank transfer (automatic),109.55,7920.7,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0
6479,9330-VOFSZ,2015-02-01,,Two year,Yes,Credit card (automatic),110.8,6640.7,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
6480,4351-QLCSU,2019-12-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),55.0,55.0,DSL,No,No,No,No,Yes,No,Female,0,No,No,No,1
6481,0939-EREMR,2019-01-01,,Month-to-month,No,Mailed check,53.45,718.1,DSL,No,No,Yes,Yes,No,No,Female,0,No,Yes,No,0
6482,9389-ACWBI,2019-09-01,,Month-to-month,No,Credit card (automatic),69.95,320.4,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
6483,5419-JPRRN,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,101.45,101.45,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,No,Yes,1
6484,3644-QXEHN,2019-01-01,,Month-to-month,No,Electronic check,97.0,1334.45,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
6485,2911-IJORQ,2017-01-01,,One year,Yes,Bank transfer (automatic),90.6,3358.65,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
6486,5921-NGYRH,2014-10-01,,Month-to-month,Yes,Mailed check,73.55,4764.0,Fiber optic,Yes,No,No,No,No,No,Male,0,Yes,No,No,0
6487,2100-BDNSN,2019-07-01,2019-12-01,Month-to-month,No,Bank transfer (automatic),67.95,350.3,DSL,No,No,Yes,Yes,Yes,No,Female,0,Yes,No,Yes,1
6488,5998-DZLYR,2015-01-01,,Two year,Yes,Bank transfer (automatic),94.35,5703.0,Fiber optic,No,Yes,No,Yes,No,Yes,Female,0,Yes,No,Yes,0
6489,0488-GSLFR,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,69.5,69.5,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
6490,9318-NKNFC,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,18.85,18.85,,,,,,,,Male,0,No,No,No,1
6491,3985-HOYPM,2017-12-01,,One year,No,Mailed check,19.4,525.55,,,,,,,,Male,0,No,No,No,0
6492,9728-FTTVZ,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,69.2,69.2,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
6493,9548-LERKT,2018-02-01,,Two year,No,Mailed check,19.75,483.15,,,,,,,,Male,0,Yes,No,No,0
6494,6576-FBXOJ,2018-09-01,,One year,No,Electronic check,54.6,934.8,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,,0
6495,4310-KEDTB,2017-12-01,,Month-to-month,Yes,Mailed check,29.8,786.5,DSL,No,No,Yes,No,No,No,Female,0,No,Yes,,0
6496,7254-IQWOZ,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,69.65,69.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
6497,2474-BRUCM,2016-06-01,2019-10-01,Month-to-month,No,Electronic check,101.85,4086.3,Fiber optic,Yes,No,No,No,Yes,Yes,Male,1,Yes,No,Yes,1
6498,4062-HBMOS,2015-10-01,,Month-to-month,Yes,Electronic check,103.05,5364.8,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,0
6499,0742-NXBGR,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,82.3,82.3,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,No,No,1
6500,2676-ISHSF,2020-01-01,,Month-to-month,No,Mailed check,20.3,20.3,,,,,,,,Male,0,No,No,No,0
6501,9236-NDUCW,2018-05-01,,Two year,No,Mailed check,35.1,770.4,DSL,Yes,No,No,Yes,No,No,Female,0,No,No,,0
6502,4753-PADAS,2014-07-01,,One year,Yes,Bank transfer (automatic),105.7,6816.95,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
6503,6103-QCKFX,2016-06-01,,Month-to-month,No,Bank transfer (automatic),56.25,2419.55,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,No,0
6504,7781-EWARA,2014-04-01,,One year,No,Electronic check,60.35,4138.7,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,,0
6505,6110-OHIHY,2019-07-01,2019-10-01,Month-to-month,No,Electronic check,79.25,267.6,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,1
6506,7018-FPXHH,2015-06-01,,Two year,Yes,Bank transfer (automatic),59.8,3457.45,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,Yes,No,0
6507,5889-LFOLL,2018-09-01,2019-10-01,Month-to-month,Yes,Electronic check,84.6,1115.2,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,Yes,1
6508,5708-EVONK,2015-02-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,Fiber optic,Yes,Yes,No,No,No,Yes,Female,0,Yes,Yes,Yes,1
6509,8708-XPXHZ,2016-04-01,2019-10-01,Month-to-month,Yes,Electronic check,94.2,4186.3,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,1
6510,0616-ATFGB,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,25.05,25.05,DSL,No,No,No,No,No,No,Male,1,Yes,No,,1
6511,0572-ZJKLT,2016-04-01,,Two year,No,Mailed check,99.65,4630.2,Fiber optic,Yes,No,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,0
6512,5135-RDDQL,2014-11-01,,Two year,Yes,Bank transfer (automatic),50.65,3221.25,DSL,Yes,No,No,No,No,No,Female,0,Yes,Yes,No,0
6513,1353-LJWEM,2019-03-01,,Month-to-month,Yes,Electronic check,60.9,688.5,DSL,No,Yes,Yes,Yes,No,No,Male,0,No,No,No,0
6514,1794-SWWKL,2018-11-01,,Month-to-month,Yes,Bank transfer (automatic),59.65,867.1,DSL,No,No,Yes,Yes,No,No,Male,0,Yes,Yes,Yes,0
6515,6166-YIPFO,2014-02-01,,Two year,Yes,Electronic check,64.7,4746.05,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,,0
6516,7016-BPGEU,2017-05-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),25.1,712.85,DSL,No,No,No,No,No,No,Female,0,No,No,,1
6517,6876-ADESB,2019-10-01,2019-11-01,Month-to-month,No,Electronic check,48.95,48.95,DSL,No,No,Yes,No,No,No,Male,0,No,Yes,No,1
6518,9332-GYWLO,2019-08-01,,Month-to-month,No,Electronic check,54.85,355.1,DSL,No,No,No,No,Yes,No,Female,0,Yes,Yes,No,0
6519,1963-SVUCV,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,45.3,45.3,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
6520,4184-VODJZ,2014-11-01,,One year,Yes,Electronic check,91.35,5764.7,Fiber optic,No,Yes,No,No,No,Yes,Male,0,Yes,Yes,Yes,0
6521,0220-EBGCE,2019-09-01,2019-11-01,Month-to-month,Yes,Electronic check,85.85,167.3,Fiber optic,No,No,Yes,No,No,Yes,Male,0,No,No,No,1
6522,1092-WPIVQ,2018-08-01,,Two year,No,Mailed check,25.1,428.45,,,,,,,,Female,0,Yes,Yes,Yes,0
6523,7233-IOQNP,2016-07-01,,Month-to-month,No,Bank transfer (automatic),34.0,1505.35,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,No,,0
6524,2834-JKOOW,2018-11-01,,One year,No,Mailed check,45.9,693.45,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,No,No,,0
6525,2754-VDLTR,2018-12-01,2019-10-01,Month-to-month,No,Electronic check,95.2,930.4,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,Yes,Yes,1
6526,2400-FEQME,2015-07-01,,Two year,No,Mailed check,20.5,1177.95,,,,,,,,Male,0,Yes,Yes,No,0
6527,3190-XFANI,2015-10-01,2019-11-01,One year,Yes,Bank transfer (automatic),100.6,5069.65,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,No,Yes,Yes,1
6528,7551-DACSP,2019-05-01,2019-11-01,Month-to-month,Yes,Mailed check,55.3,324.25,DSL,No,Yes,Yes,No,No,No,Male,0,Yes,Yes,No,1
6529,4957-SREEC,2014-04-01,,Two year,No,Credit card (automatic),20.35,1458.1,,,,,,,,Male,0,Yes,Yes,No,0
6530,7235-NXZCP,2019-09-01,2019-11-01,Month-to-month,Yes,Mailed check,74.85,156.4,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,1
6531,0230-UBYPQ,2014-11-01,,One year,No,Bank transfer (automatic),36.1,2298.9,DSL,Yes,No,No,Yes,No,No,Male,1,Yes,No,,0
6532,4923-ADWXJ,2018-01-01,,Month-to-month,Yes,Bank transfer (automatic),65.8,1679.65,DSL,No,Yes,No,Yes,No,Yes,Female,0,No,No,No,0
6533,1763-KUAAW,2018-08-01,,One year,No,Bank transfer (automatic),20.35,369.6,,,,,,,,Female,1,No,No,No,0
6534,1104-TNLZA,2017-10-01,,Month-to-month,Yes,Electronic check,105.8,2998.0,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,1,Yes,No,Yes,0
6535,5195-KPUNQ,2015-09-01,,One year,Yes,Mailed check,96.75,5206.55,Fiber optic,Yes,Yes,No,Yes,No,Yes,Female,1,No,No,No,0
6536,0520-FDVVT,2016-12-01,2019-11-01,One year,Yes,Bank transfer (automatic),102.35,3626.1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,No,1
6537,3439-GVUSX,2020-01-01,,Month-to-month,No,Mailed check,24.4,24.4,DSL,No,No,No,No,No,No,Male,0,No,No,,0
6538,1444-VVSGW,2014-03-01,2020-01-01,One year,No,Credit card (automatic),115.65,7968.85,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,1
6539,5712-PTIWW,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,79.85,152.45,Fiber optic,No,No,Yes,Yes,No,No,Male,0,No,No,No,1
6540,5949-HGVJL,2017-12-01,,Month-to-month,Yes,Electronic check,73.05,1959.5,DSL,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,No,0
6541,5203-XEHAX,2017-04-01,,One year,No,Electronic check,64.35,2053.05,DSL,Yes,Yes,No,No,No,Yes,Female,0,No,No,No,0
6542,1635-HDGFT,2018-07-01,,Two year,No,Mailed check,20.5,398.55,,,,,,,,Female,0,No,Yes,No,0
6543,3315-TOTBP,2018-07-01,2019-10-01,Month-to-month,Yes,Mailed check,76.0,1130.85,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
6544,8050-XGRVL,2014-12-01,,One year,No,Credit card (automatic),54.75,3425.35,DSL,Yes,No,Yes,No,No,No,Female,0,Yes,Yes,No,0
6545,6661-HBGWL,2016-04-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,No,No,Yes,1
6546,1518-VOWAV,2019-04-01,2020-01-01,Month-to-month,Yes,Electronic check,74.65,703.55,DSL,Yes,Yes,No,No,Yes,Yes,Female,0,No,No,No,1
6547,9828-QHFBK,2018-02-01,,Month-to-month,Yes,Electronic check,51.15,1275.7,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,0
6548,3908-MKIMJ,2014-06-01,,Two year,Yes,Electronic check,41.95,2965.75,DSL,Yes,Yes,Yes,No,No,No,Male,1,Yes,No,,0
6549,5012-YSPJJ,2017-07-01,,Month-to-month,No,Mailed check,54.35,1647.0,DSL,No,No,Yes,Yes,No,No,Male,0,Yes,Yes,No,0
6550,5909-ECHUI,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,56.25,56.25,DSL,No,No,No,No,No,Yes,Female,0,No,No,No,1
6551,1309-BXVOQ,2018-04-01,2020-01-01,Month-to-month,Yes,Electronic check,106.1,2249.95,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,1
6552,6728-VOIFY,2014-11-01,,One year,Yes,Electronic check,96.0,6109.75,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,No,0
6553,9317-WZPGV,2019-09-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),79.75,159.4,Fiber optic,No,No,No,No,No,Yes,Female,1,No,No,No,1
6554,4891-NLUBA,2015-01-01,,Two year,Yes,Bank transfer (automatic),61.45,3751.15,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,,0
6555,2856-HYAPG,2019-10-01,2019-11-01,Month-to-month,No,Electronic check,68.65,68.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
6556,8969-PRHFK,2018-08-01,,One year,No,Mailed check,19.65,411.25,,,,,,,,Male,0,No,No,No,0
6557,0661-KQHNK,2019-08-01,,One year,No,Credit card (automatic),19.0,105.5,,,,,,,,Female,0,Yes,Yes,No,0
6558,8709-KRDVL,2017-05-01,,Month-to-month,Yes,Electronic check,100.0,3320.6,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,0
6559,4488-PSYCG,2018-06-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),20.25,327.45,,,,,,,,Male,0,No,No,No,1
6560,1427-VERSM,2015-06-01,,Month-to-month,Yes,Electronic check,98.7,5669.5,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,0
6561,9801-NOSHQ,2018-03-01,,One year,No,Mailed check,19.8,465.45,,,,,,,,Male,0,No,Yes,No,0
6562,6339-YPSAH,2019-05-01,,Month-to-month,Yes,Electronic check,73.8,704.3,Fiber optic,No,No,Yes,No,No,No,Male,0,No,No,No,0
6563,3621-CEOVK,2018-08-01,2019-10-01,Month-to-month,Yes,Electronic check,100.2,1369.8,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,Yes,No,Yes,1
6564,6906-ANDWJ,2018-10-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),74.9,1107.25,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,1
6565,2159-TURXX,2019-09-01,,Month-to-month,No,Credit card (automatic),20.05,95.55,,,,,,,,Male,0,No,No,No,0
